,Unnamed: 0.1,Unnamed: 0,DATATIME,WINDSPEED,PREPOWER,WINDDIRECTION,TEMPERATURE,HUMIDITY,PRESSURE,"ROUND(A.WS,1)","ROUND(A.POWER,0)",YD15
2434,2434,31318,2021-08-14 04:30:00,5.2,7621.0,83,11.4,92,928,5.4,4461.0,4095.0
2435,2435,31319,2021-08-14 04:45:00,5.2,7555.0,83,11.4,93,928,5.2,4752.0,4455.0
2436,2436,31320,2021-08-14 05:00:00,5.3,7488.0,82,11.3,93,928,5.5,5512.0,5265.0
2437,2437,31321,2021-08-14 05:15:00,5.3,7444.0,82,11.4,93,928,6.0,7196.0,6795.0
2438,2438,31322,2021-08-14 05:30:00,5.2,7421.0,82,11.6,92,928,6.1,7161.0,6525.0
2439,2439,31323,2021-08-14 05:45:00,5.3,7399.0,81,11.8,92,928,5.6,5595.0,5445.0
2440,2440,31324,2021-08-14 06:00:00,5.2,7376.0,81,12.0,91,928,5.8,6986.0,6750.0
2441,2441,31325,2021-08-14 06:15:00,5.2,7220.0,81,12.3,91,928,5.4,5638.0,5220.0
2442,2442,31326,2021-08-14 06:30:00,5.1,6931.0,81,12.7,90,928,5.3,5667.0,5355.0
2443,2443,31327,2021-08-14 06:45:00,4.9,6642.0,82,13.2,89,928,5.1,4210.0,4005.0
2444,2444,31328,2021-08-14 07:00:00,4.9,6353.0,82,13.6,88,928,5.4,5172.0,4950.0
2445,2445,31329,2021-08-14 07:15:00,4.7,6077.0,81,14.0,87,928,5.3,4727.0,4725.0
2446,2446,31330,2021-08-14 07:30:00,4.5,5816.0,82,14.4,86,928,5.2,4339.0,4275.0
2447,2447,31331,2021-08-14 07:45:00,4.3,5555.0,83,14.9,85,928,5.0,3410.0,3240.0
2448,2448,31332,2021-08-14 08:00:00,4.2,5294.0,85,15.3,84,928,4.3,1949.0,1755.0
2449,2449,31333,2021-08-14 08:15:00,4.2,5321.0,85,15.7,82,928,4.2,1651.0,1530.0
2450,2450,31334,2021-08-14 08:30:00,4.3,5637.0,86,16.1,81,928,4.4,1847.0,1530.0
2451,2451,31335,2021-08-14 08:45:00,4.4,5954.0,86,16.6,80,928,4.4,1908.0,1620.0
2452,2452,31336,2021-08-14 09:00:00,4.5,6270.0,87,17.0,79,928,4.3,1696.0,1620.0
2453,2453,31337,2021-08-14 09:15:00,4.6,6746.0,89,17.4,77,928,4.3,1884.0,1665.0
2454,2454,31338,2021-08-14 09:30:00,4.9,7381.0,90,17.8,75,928,4.4,2027.0,1845.0
2455,2455,31339,2021-08-14 09:45:00,5.1,8017.0,91,18.2,74,928,4.4,2185.0,2070.0
2456,2456,31340,2021-08-14 10:00:00,5.4,8652.0,92,18.6,72,928,4.6,2440.0,2475.0
2457,2457,31341,2021-08-14 10:15:00,5.5,9069.0,94,18.9,71,928,4.6,2705.0,2700.0
2458,2458,31342,2021-08-14 10:30:00,5.4,9268.0,95,19.2,70,928,4.8,3294.0,3150.0
2459,2459,31343,2021-08-14 10:45:00,5.4,9467.0,96,19.4,69,928,5.6,5163.0,5220.0
2460,2460,31344,2021-08-14 11:00:00,5.3,9666.0,98,19.7,68,928,5.7,5416.0,5220.0
2461,2461,31345,2021-08-14 11:15:00,5.3,9550.0,98,19.8,68,928,5.5,5563.0,5310.0
2462,2462,31346,2021-08-14 11:30:00,5.2,9120.0,98,19.9,68,928,5.6,5726.0,5355.0
2463,2463,31347,2021-08-14 11:45:00,5.1,8690.0,98,20.0,68,928,5.4,4883.0,4950.0
2464,2464,31348,2021-08-14 12:00:00,5.0,8260.0,98,20.1,68,928,5.3,5201.0,5130.0
2465,2465,31349,2021-08-14 12:15:00,4.9,7908.0,98,20.2,68,928,5.7,6737.0,6480.0
2466,2466,31350,2021-08-14 12:30:00,4.9,7634.0,98,20.3,69,928,5.4,5646.0,5490.0
2467,2467,31351,2021-08-14 12:45:00,4.8,7359.0,100,20.4,69,928,5.4,5424.0,5130.0
2468,2468,31352,2021-08-14 13:00:00,4.7,7085.0,100,20.5,70,928,5.6,6040.0,5940.0
2469,2469,31353,2021-08-14 13:15:00,4.6,6841.0,100,20.7,70,928,5.5,5517.0,5265.0
2470,2470,31354,2021-08-14 13:30:00,4.5,6626.0,102,20.8,70,928,5.7,6471.0,6795.0
2471,2471,31355,2021-08-14 13:45:00,4.4,6412.0,102,20.9,69,927,5.7,5864.0,5670.0
2472,2472,31356,2021-08-14 14:00:00,4.3,6197.0,103,21.0,69,927,5.8,6704.0,5805.0
2473,2473,31357,2021-08-14 14:15:00,4.3,6025.0,103,21.0,69,927,5.2,5387.0,5580.0
2474,2474,31358,2021-08-14 14:30:00,4.3,5896.0,103,21.0,69,927,5.3,4645.0,4230.0
2475,2475,31359,2021-08-14 14:45:00,4.3,5767.0,105,21.1,70,927,4.8,3617.0,3465.0
2476,2476,31360,2021-08-14 15:00:00,4.3,5638.0,105,21.1,70,927,4.9,4131.0,3915.0
2477,2477,31361,2021-08-14 15:15:00,4.3,5535.0,105,21.1,70,927,5.5,6105.0,5940.0
2478,2478,31362,2021-08-14 15:30:00,4.2,5459.0,105,21.0,69,927,4.8,3700.0,3375.0
2479,2479,31363,2021-08-14 15:45:00,4.3,5382.0,106,21.0,68,926,5.0,4106.0,3825.0
2480,2480,31364,2021-08-14 16:00:00,4.2,5306.0,107,20.9,67,926,4.6,2552.0,2340.0
2481,2481,31365,2021-08-14 16:15:00,4.2,5293.0,107,20.9,67,926,4.5,2231.0,2520.0
2482,2482,31366,2021-08-14 16:30:00,4.1,5342.0,105,20.8,67,926,5.0,3664.0,3465.0
2483,2483,31367,2021-08-14 16:45:00,4.2,5392.0,104,20.7,67,926,3.9,1055.0,1125.0
2484,2484,31368,2021-08-14 17:00:00,4.2,5441.0,102,20.6,67,926,4.6,2914.0,2880.0
2485,2485,31369,2021-08-14 17:15:00,4.3,5595.0,101,20.5,68,926,5.0,3782.0,3780.0
2486,2486,31370,2021-08-14 17:30:00,4.6,5854.0,99,20.2,70,926,5.1,4191.0,4500.0
2487,2487,31371,2021-08-14 17:45:00,4.7,6112.0,97,19.9,73,927,4.6,2784.0,2430.0
2488,2488,31372,2021-08-14 18:00:00,5.0,6371.0,96,19.6,75,927,4.5,1912.0,1755.0
2489,2489,31373,2021-08-14 18:15:00,5.0,6493.0,96,19.2,77,927,4.1,1435.0,1305.0
2490,2490,31374,2021-08-14 18:30:00,4.8,6478.0,98,18.8,80,927,4.5,2030.0,1755.0
2491,2491,31375,2021-08-14 18:45:00,4.5,6463.0,102,18.4,82,927,4.6,2585.0,2250.0
2492,2492,31376,2021-08-14 19:00:00,4.2,6448.0,105,18.0,85,927,5.0,3794.0,3510.0
2493,2493,31377,2021-08-14 19:15:00,4.1,6474.0,106,17.6,87,927,5.3,4835.0,4590.0
2494,2494,31378,2021-08-14 19:30:00,4.1,6540.0,101,17.2,88,927,5.4,5504.0,5220.0
2495,2495,31379,2021-08-14 19:45:00,4.0,6606.0,97,16.9,90,928,5.6,5552.0,5400.0
2496,2496,31380,2021-08-14 20:00:00,4.1,6672.0,93,16.5,91,928,5.3,5140.0,5175.0
2497,2497,31381,2021-08-14 20:15:00,4.2,6740.0,90,16.2,92,928,5.0,5282.0,5175.0
2498,2498,31382,2021-08-14 20:30:00,4.3,6810.0,90,16.1,92,928,5.3,6067.0,5850.0
2499,2499,31383,2021-08-14 20:45:00,4.5,6880.0,90,16.0,93,928,5.6,7896.0,7830.0
2500,2500,31384,2021-08-14 21:00:00,4.6,6950.0,89,15.9,93,928,5.7,8182.0,7875.0
2501,2501,31385,2021-08-14 21:15:00,4.7,6936.0,89,15.7,93,928,5.6,7878.0,7470.0
2502,2502,31386,2021-08-14 21:30:00,4.8,6837.0,88,15.6,93,928,5.2,6893.0,6615.0
2503,2503,31387,2021-08-14 21:45:00,4.9,6738.0,88,15.5,94,928,5.5,6779.0,6435.0
2504,2504,31388,2021-08-14 22:00:00,5.0,6639.0,87,15.4,94,928,5.8,8338.0,8055.0
2505,2505,31389,2021-08-14 22:15:00,5.0,6588.0,88,15.2,94,928,6.1,8991.0,8955.0
2506,2506,31390,2021-08-14 22:30:00,4.9,6584.0,90,15.0,94,928,6.1,8706.0,8550.0
2507,2507,31391,2021-08-14 22:45:00,4.8,6581.0,90,14.8,95,928,6.3,9082.0,8820.0
2508,2508,31392,2021-08-14 23:00:00,4.7,6577.0,92,14.6,95,928,6.1,8316.0,8190.0
2509,2509,31393,2021-08-14 23:15:00,4.7,6469.0,94,14.4,95,928,5.9,7403.0,7155.0
2510,2510,31394,2021-08-14 23:30:00,4.6,6256.0,95,14.2,95,928,5.5,7099.0,6930.0
2511,2511,31395,2021-08-14 23:45:00,4.5,6044.0,95,14.1,96,928,5.6,7296.0,7110.0
2512,2512,31396,2021-08-15 00:00:00,4.2,4712.0797956472,115,14.3,92,928,5.7,7056.0,6885.0
2513,2513,31397,2021-08-15 00:15:00,4.0,4793.4528123172,113,14.1,92,928,5.6,6271.0,6255.0
2514,2514,31398,2021-08-15 00:30:00,4.0,4786.5195037368,111,14.0,93,928,5.3,5637.0,5445.0
2515,2515,31399,2021-08-15 00:45:00,3.8,4820.8570450499,107,13.9,94,928,5.3,4928.0,4635.0
2516,2516,31400,2021-08-15 01:00:00,3.7,4829.207902885,104,13.8,95,928,5.0,4511.0,4185.0
2517,2517,31401,2021-08-15 01:15:00,3.7,4868.5148652524,103,13.6,95,928,4.8,3933.0,3555.0
2518,2518,31402,2021-08-15 01:30:00,3.7,4862.4634152513,101,13.5,96,928,4.6,3164.0,2925.0
2519,2519,31403,2021-08-15 01:45:00,3.6,4828.649239511,100,13.3,96,928,4.1,1913.0,1710.0
2520,2520,31404,2021-08-15 02:00:00,3.5,4761.4322727097,98,13.2,97,928,4.0,1522.0,1080.0
2521,2521,31405,2021-08-15 02:15:00,3.5,4866.4112095354,95,13.0,97,928,3.7,1243.0,1080.0
2522,2522,31406,2021-08-15 02:30:00,3.5,4797.5493599661,93,12.9,97,928,3.6,934.0,675.0
2523,2523,31407,2021-08-15 02:45:00,3.4,4730.6111368287,92,12.8,97,928,3.9,1023.0,720.0
2524,2524,31408,2021-08-15 03:00:00,3.4,4835.1094399015,90,12.7,97,928,4.9,3504.0,3195.0
2525,2525,31409,2021-08-15 03:15:00,3.5,4773.8082601205,90,12.6,97,928,5.3,4563.0,4365.0
2526,2526,31410,2021-08-15 03:30:00,3.6,4875.5915917005,88,12.5,97,928,5.9,6824.0,6480.0
2527,2527,31411,2021-08-15 03:45:00,3.7,4749.5863828819,88,12.5,98,928,6.3,7289.0,7065.0
2528,2528,31412,2021-08-15 04:00:00,3.8,4718.8481156876,87,12.4,98,928,5.0,4604.0,4140.0
2529,2529,31413,2021-08-15 04:15:00,3.8,4787.2068735059,87,12.4,98,928,4.4,3136.0,2925.0
2530,2530,31414,2021-08-15 04:30:00,3.9,4901.6789860712,87,12.4,98,928,3.6,998.0,630.0
2531,2531,31415,2021-08-15 04:45:00,4.0,4895.19989839,89,12.3,99,929,3.3,107.0,-135.0
2532,2532,31416,2021-08-15 05:00:00,4.1,4745.6195721388,89,12.3,99,929,2.9,-73.0,-135.0
2533,2533,31417,2021-08-15 05:15:00,4.1,4719.0379346006,89,12.4,99,929,3.0,43.0,-135.0
2534,2534,31418,2021-08-15 05:30:00,4.0,4740.8299173109,89,12.7,99,929,3.5,351.0,45.0
2535,2535,31419,2021-08-15 05:45:00,4.0,4819.5373519605,87,12.9,98,929,3.7,646.0,315.0
2536,2536,31420,2021-08-15 06:00:00,3.9,4867.7438166243,87,13.2,98,929,4.3,1669.0,1395.0
2537,2537,31421,2021-08-15 06:15:00,3.8,4733.0613189262,87,13.5,98,929,4.4,2245.0,1890.0
2538,2538,31422,2021-08-15 06:30:00,3.6,4819.8722971966,87,13.9,97,929,3.9,1352.0,1080.0
2539,2539,31423,2021-08-15 06:45:00,3.5,4867.8562956759,87,14.3,96,929,3.9,1144.0,855.0
2540,2540,31424,2021-08-15 07:00:00,3.3,4844.8143153773,87,14.7,95,929,3.4,458.0,225.0
2541,2541,31425,2021-08-15 07:15:00,3.2,4769.7513024162,88,15.1,93,929,3.0,-39.0,-135.0
2542,2542,31426,2021-08-15 07:30:00,3.1,4902.3646093305,92,15.6,91,929,3.1,-11.0,-135.0
2543,2543,31427,2021-08-15 07:45:00,3.1,4885.8900458225,97,16.1,90,930,3.4,282.0,0.0
2544,2544,31428,2021-08-15 08:00:00,3.1,4733.7802080444,103,16.6,88,930,3.1,105.0,-180.0
2545,2545,31429,2021-08-15 08:15:00,3.2,4907.7576805224,108,17.0,86,930,3.2,-39.0,-180.0
2546,2546,31430,2021-08-15 08:30:00,3.2,4807.6299420412,114,17.4,85,930,3.2,292.0,0.0
2547,2547,31431,2021-08-15 08:45:00,3.2,4856.4117391158,120,17.8,83,930,3.0,-48.0,-180.0
2548,2548,31432,2021-08-15 09:00:00,3.3,4875.7611529703,125,18.2,82,930,3.3,104.0,0.0
2549,2549,31433,2021-08-15 09:15:00,3.3,4908.3380443716,129,18.6,80,930,3.7,676.0,450.0
2550,2550,31434,2021-08-15 09:30:00,3.3,4791.2314225983,131,19.0,78,930,3.7,728.0,495.0
2551,2551,31435,2021-08-15 09:45:00,3.4,4806.6321957331,133,19.5,77,930,3.5,416.0,180.0
2552,2552,31436,2021-08-15 10:00:00,3.4,4792.5263332921,135,19.9,75,930,3.8,993.0,720.0
2553,2553,31437,2021-08-15 10:15:00,3.5,4773.0630483168,136,20.2,74,930,3.9,611.0,270.0
2554,2554,31438,2021-08-15 10:30:00,3.4,4883.473575747,137,20.4,73,930,4.1,1241.0,855.0
2555,2555,31439,2021-08-15 10:45:00,3.3,4859.5114342523,136,20.6,73,930,4.3,2059.0,1395.0
2556,2556,31440,2021-08-15 11:00:00,3.3,4883.3252695705,137,20.8,72,930,4.1,1649.0,1530.0
2557,2557,31441,2021-08-15 11:15:00,3.3,4827.90262625,137,21.0,72,930,4.0,1481.0,1125.0
2558,2558,31442,2021-08-15 11:30:00,3.3,4849.1704319928,139,21.2,71,930,4.0,1061.0,810.0
2559,2559,31443,2021-08-15 11:45:00,3.3,4717.7700432706,139,21.4,70,930,4.0,850.0,540.0
2560,2560,31444,2021-08-15 12:00:00,3.4,4900.3143454824,140,21.6,69,930,3.9,815.0,180.0
2561,2561,31445,2021-08-15 12:15:00,3.4,4739.4074198998,140,21.8,69,930,4.0,751.0,900.0
2562,2562,31446,2021-08-15 12:30:00,3.3,4824.3774413193,141,21.9,68,930,3.9,559.0,765.0
2563,2563,31447,2021-08-15 12:45:00,3.3,4792.492679525,141,22.1,67,929,3.9,1049.0,1305.0
2564,2564,31448,2021-08-15 13:00:00,3.3,4788.5793560757,142,22.2,66,929,3.5,180.0,-45.0
2565,2565,31449,2021-08-15 13:15:00,3.3,4780.7059581707,142,22.3,65,929,3.8,440.0,0.0
2566,2566,31450,2021-08-15 13:30:00,3.3,4873.6405864749,141,22.4,65,929,3.5,312.0,90.0
2567,2567,31451,2021-08-15 13:45:00,3.3,4730.7224541245,141,22.4,65,929,3.2,32.0,-45.0
2568,2568,31452,2021-08-15 14:00:00,3.4,4742.3103951882,140,22.5,65,929,3.1,-23.0,-270.0
2569,2569,31453,2021-08-15 14:15:00,3.4,4716.4443014277,140,22.5,65,929,3.5,870.0,585.0
2570,2570,31454,2021-08-15 14:30:00,3.3,4852.9721463474,139,22.6,64,929,3.8,1011.0,765.0
2571,2571,31455,2021-08-15 14:45:00,3.4,4851.9510119306,137,22.6,64,929,4.0,1524.0,1935.0
2572,2572,31456,2021-08-15 15:00:00,3.3,4789.6418701626,136,22.7,63,929,4.1,1507.0,1215.0
2573,2573,31457,2021-08-15 15:15:00,3.3,4833.0011898011,135,22.7,63,929,3.2,34.0,0.0
2574,2574,31458,2021-08-15 15:30:00,3.1,4734.419043814,135,22.7,63,929,2.7,5.0,-180.0
2575,2575,31459,2021-08-15 15:45:00,3.0,4871.1154107824,135,22.6,63,929,2.5,-171.0,-180.0
2576,2576,31460,2021-08-15 16:00:00,2.8,4796.6265549411,135,22.6,63,929,2.1,-164.0,-180.0
2577,2577,31461,2021-08-15 16:15:00,2.7,4786.5179528552,135,22.6,63,929,2.0,-140.0,-180.0
2578,2578,31462,2021-08-15 16:30:00,2.7,4907.7457693909,132,22.5,63,929,2.3,-144.0,-180.0
2579,2579,31463,2021-08-15 16:45:00,2.6,4723.2192986161,130,22.4,64,929,2.2,-135.0,-180.0
2580,2580,31464,2021-08-15 17:00:00,2.6,4864.568848894,127,22.3,64,929,2.1,-118.0,-180.0
2581,2581,31465,2021-08-15 17:15:00,2.6,4788.4886498669,126,22.2,65,929,1.8,-120.0,-180.0
2582,2582,31466,2021-08-15 17:30:00,2.6,4733.0102470451,122,22.1,66,929,1.9,-127.0,-180.0
2583,2583,31467,2021-08-15 17:45:00,2.6,4830.4018768429,119,21.9,67,929,1.9,-128.0,-180.0
2584,2584,31468,2021-08-15 18:00:00,2.7,4874.8987628397,117,21.8,68,929,2.7,-33.0,-180.0
2585,2585,31469,2021-08-15 18:15:00,2.7,4881.6622692147,114,21.4,70,929,2.9,-35.0,-180.0
2586,2586,31470,2021-08-15 18:30:00,2.8,4901.0671901903,113,20.9,73,929,3.1,105.0,-180.0
2587,2587,31471,2021-08-15 18:45:00,3.0,4748.5846618212,111,20.3,76,929,3.0,-84.0,-360.0
2588,2588,31472,2021-08-15 19:00:00,3.1,4776.724230197,111,19.8,79,929,3.1,-50.0,-360.0
2589,2589,31473,2021-08-15 19:15:00,3.3,4810.6149199249,110,19.3,81,929,3.3,248.0,-45.0
2590,2590,31474,2021-08-15 19:30:00,3.4,4810.4897827864,111,18.9,82,929,3.2,7.0,-225.0
2591,2591,31475,2021-08-15 19:45:00,3.5,4837.7320781649,112,18.4,83,929,2.9,-163.0,-405.0
2592,2592,31476,2021-08-15 20:00:00,3.7,4789.355772738,112,18.0,84,929,2.7,-140.0,-180.0
2593,2593,31477,2021-08-15 20:15:00,3.7,4858.3563126661,112,17.7,85,929,2.5,-144.0,-180.0
2594,2594,31478,2021-08-15 20:30:00,3.7,4749.0567233757,114,17.4,86,929,2.7,-131.0,-180.0
2595,2595,31479,2021-08-15 20:45:00,3.7,4783.6683219223,114,17.2,86,930,2.6,-128.0,-180.0
2596,2596,31480,2021-08-15 21:00:00,3.8,4743.0536777037,115,16.9,87,930,2.5,-136.0,-180.0
2597,2597,31481,2021-08-15 21:15:00,3.8,4740.3410523178,115,16.7,87,930,2.5,-123.0,-180.0
2598,2598,31482,2021-08-15 21:30:00,3.8,4735.8080016823,115,16.5,87,930,2.8,-125.0,-180.0
2599,2599,31483,2021-08-15 21:45:00,3.8,4743.499147768,113,16.4,88,930,2.1,-121.0,-180.0
2600,2600,31484,2021-08-15 22:00:00,3.8,4901.2041125245,113,16.2,88,930,1.8,-120.0,-180.0
2601,2601,31485,2021-08-15 22:15:00,3.8,4727.4614560876,113,16.0,88,930,1.9,-127.0,-180.0
2602,2602,31486,2021-08-15 22:30:00,3.7,4891.7289601775,114,15.8,89,930,1.9,-122.0,-180.0
2603,2603,31487,2021-08-15 22:45:00,3.7,4752.5933391195,116,15.6,89,930,2.1,-122.0,-180.0
2604,2604,31488,2021-08-15 23:00:00,3.6,4892.0869411406,117,15.4,90,930,1.9,-124.0,-180.0
2605,2605,31489,2021-08-15 23:15:00,3.5,4818.0049414932,117,15.2,90,930,1.5,-121.0,-180.0
2606,2606,31490,2021-08-15 23:30:00,3.4,4777.7784071031,117,15.1,90,930,1.6,-120.0,-180.0
2607,2607,31491,2021-08-15 23:45:00,3.2,4903.5851989101,118,15.0,91,930,1.6,-121.0,-180.0
2608,2608,31492,2021-08-16 00:00:00,2.7,4742.1548754927,98,14.7,93,931,1.1,-123.0,-180.0
2609,2609,31493,2021-08-16 00:15:00,2.6,4712.3400324077,99,14.5,93,931,1.2,-123.0,-180.0
2610,2610,31494,2021-08-16 00:30:00,2.6,4859.2729279905,99,14.4,93,931,1.2,-125.0,-180.0
2611,2611,31495,2021-08-16 00:45:00,2.5,4832.8965341889,101,14.2,94,931,1.2,-123.0,-180.0
2612,2612,31496,2021-08-16 01:00:00,2.5,4778.011046517,101,14.1,94,931,1.3,-124.0,-180.0
2613,2613,31497,2021-08-16 01:15:00,2.5,4727.1016904999,101,13.9,94,931,1.3,-123.0,-180.0
2614,2614,31498,2021-08-16 01:30:00,2.6,4866.2577938136,101,13.8,95,931,1.0,-122.0,-180.0
2615,2615,31499,2021-08-16 01:45:00,2.7,4843.9661962842,98,13.7,95,931,1.1,-124.0,-180.0
2616,2616,31500,2021-08-16 02:00:00,2.8,4869.6618636706,98,13.6,96,931,1.1,-123.0,-180.0
2617,2617,31501,2021-08-16 02:15:00,2.8,4874.0475158116,98,13.5,96,931,1.1,-123.0,-180.0
2618,2618,31502,2021-08-16 02:30:00,2.8,4840.3537904524,98,13.4,96,931,1.3,-125.0,-180.0
2619,2619,31503,2021-08-16 02:45:00,2.8,4858.4031739735,98,13.4,95,931,1.9,-127.0,-180.0
2620,2620,31504,2021-08-16 03:00:00,2.8,4751.6923932857,98,13.3,95,931,2.1,-123.0,-180.0
2621,2621,31505,2021-08-16 03:15:00,2.8,4856.3702358881,98,13.3,95,931,2.0,-132.0,-180.0
2622,2622,31506,2021-08-16 03:30:00,2.8,4787.0164339472,98,13.2,95,931,2.1,-127.0,-180.0
2623,2623,31507,2021-08-16 03:45:00,2.7,4753.0869302978,96,13.1,96,931,2.1,-129.0,-180.0
2624,2624,31508,2021-08-16 04:00:00,2.7,4732.9920357213,96,13.0,96,931,2.1,-145.0,-180.0
2625,2625,31509,2021-08-16 04:15:00,2.7,4895.2833007138,96,12.8,96,931,1.6,-125.0,-180.0
2626,2626,31510,2021-08-16 04:30:00,2.7,4880.1598532567,94,12.7,96,931,1.3,-121.0,-180.0
2627,2627,31511,2021-08-16 04:45:00,2.7,4853.4479216168,92,12.6,96,932,1.2,-122.0,-180.0
2628,2628,31512,2021-08-16 05:00:00,2.7,4746.6593100589,90,12.5,96,932,1.0,-122.0,-180.0
2629,2629,31513,2021-08-16 05:15:00,2.8,4876.2331662734,90,12.6,96,932,0.9,-121.0,-180.0
2630,2630,31514,2021-08-16 05:30:00,2.9,4835.8964335094,88,13.0,95,932,1.6,-127.0,-180.0
2631,2631,31515,2021-08-16 05:45:00,3.0,4861.1986497782,86,13.5,95,932,1.4,-126.0,-180.0
2632,2632,31516,2021-08-16 06:00:00,3.1,4767.2834386244,84,13.9,94,932,1.4,-126.0,-180.0
2633,2633,31517,2021-08-16 06:15:00,3.2,4731.9175407672,85,14.4,93,932,1.1,-137.0,-180.0
2634,2634,31518,2021-08-16 06:30:00,3.2,4743.7682013694,86,14.9,91,932,1.2,-129.0,-180.0
2635,2635,31519,2021-08-16 06:45:00,3.3,4904.789529242,87,15.4,90,932,1.2,-130.0,-180.0
2636,2636,31520,2021-08-16 07:00:00,3.3,4715.4466774042,88,15.9,88,932,1.1,-129.0,-180.0
2637,2637,31521,2021-08-16 07:15:00,3.1,4847.823854857,88,16.4,86,932,1.3,-133.0,-180.0
2638,2638,31522,2021-08-16 07:30:00,2.8,4807.1670477451,88,16.8,84,932,1.2,-134.0,-180.0
2639,2639,31523,2021-08-16 07:45:00,2.5,4749.2819642601,88,17.2,83,932,0.8,-132.0,-180.0
2640,2640,31524,2021-08-16 08:00:00,2.2,4847.4476260976,87,17.6,81,932,1.1,-131.0,-180.0
2641,2641,31525,2021-08-16 08:15:00,2.0,4823.208463586,87,18.0,79,932,1.3,-123.0,-180.0
2642,2642,31526,2021-08-16 08:30:00,1.9,4790.8970766529,87,18.5,77,932,1.7,-125.0,-180.0
2643,2643,31527,2021-08-16 08:45:00,1.9,4831.2372421392,90,18.9,75,932,2.0,-143.0,-180.0
2644,2644,31528,2021-08-16 09:00:00,1.8,4845.8019064702,90,19.4,73,932,2.2,-130.0,-180.0
2645,2645,31529,2021-08-16 09:15:00,1.8,4859.8433215946,90,19.8,71,932,2.1,-136.0,-180.0
2646,2646,31530,2021-08-16 09:30:00,1.8,4734.6886855969,96,20.2,70,932,2.4,-128.0,-180.0
2647,2647,31531,2021-08-16 09:45:00,1.7,4882.1261315131,100,20.5,69,932,2.8,-195.0,-180.0
2648,2648,31532,2021-08-16 10:00:00,1.8,4874.232956859,106,20.9,68,932,2.8,-136.0,-180.0
2649,2649,31533,2021-08-16 10:15:00,1.8,4756.8631777263,112,21.3,66,932,2.8,-154.0,-180.0
2650,2650,31534,2021-08-16 10:30:00,1.9,4881.3301799219,118,21.6,65,932,2.9,-7.0,-180.0
2651,2651,31535,2021-08-16 10:45:00,2.1,4809.8703200353,125,21.9,64,932,3.1,-129.0,-180.0
2652,2652,31536,2021-08-16 11:00:00,2.2,4899.6218491091,129,22.2,63,932,2.9,37.0,0.0
2653,2653,31537,2021-08-16 11:15:00,2.3,4889.0524853932,133,22.4,62,932,2.7,-63.0,-180.0
2654,2654,31538,2021-08-16 11:30:00,2.5,4905.3389786163,140,22.5,61,932,3.3,91.0,0.0
2655,2655,31539,2021-08-16 11:45:00,2.6,4891.2331019595,144,22.7,60,932,3.2,13.0,-135.0
2656,2656,31540,2021-08-16 12:00:00,2.8,4809.5413644013,150,22.8,59,932,3.9,864.0,810.0
2657,2657,31541,2021-08-16 12:15:00,2.9,4735.5176143553,155,22.9,58,932,4.1,863.0,450.0
2658,2658,31542,2021-08-16 12:30:00,2.9,4857.5507701619,158,23.0,58,932,3.9,912.0,1170.0
2659,2659,31543,2021-08-16 12:45:00,3.0,4773.4828937725,160,23.0,57,931,3.4,207.0,450.0
2660,2660,31544,2021-08-16 13:00:00,3.0,4848.3557234121,163,23.1,57,931,3.9,1150.0,1260.0
2661,2661,31545,2021-08-16 13:15:00,3.0,4805.0960397887,165,23.2,57,931,3.9,1468.0,1080.0
2662,2662,31546,2021-08-16 13:30:00,3.1,4826.6611350458,167,23.3,57,931,3.9,1152.0,1170.0
2663,2663,31547,2021-08-16 13:45:00,3.1,4760.8594932628,169,23.4,56,931,3.4,416.0,180.0
2664,2664,31548,2021-08-16 14:00:00,3.1,4767.8237088072,171,23.5,56,931,4.2,1831.0,1575.0
2665,2665,31549,2021-08-16 14:15:00,3.1,4716.4605965323,174,23.5,56,931,3.9,658.0,405.0
2666,2666,31550,2021-08-16 14:30:00,3.1,4818.2105123493,178,23.5,56,931,4.2,1117.0,1170.0
2667,2667,31551,2021-08-16 14:45:00,3.0,4878.6792439988,180,23.4,57,931,4.5,1754.0,2025.0
2668,2668,31552,2021-08-16 15:00:00,3.0,4807.6990894309,182,23.4,57,931,4.8,3222.0,2970.0
2669,2669,31553,2021-08-16 15:15:00,3.0,4723.4829816126,184,23.4,57,931,4.7,2721.0,2700.0
2670,2670,31554,2021-08-16 15:30:00,2.9,4892.7595463993,186,23.4,57,931,4.7,2408.0,2610.0
2671,2671,31555,2021-08-16 15:45:00,2.8,4843.02140837,188,23.3,58,931,4.5,2354.0,2925.0
2672,2672,31556,2021-08-16 16:00:00,2.7,4728.7785897999,190,23.3,58,931,4.5,2251.0,2160.0
2673,2673,31557,2021-08-16 16:15:00,2.6,4985.0,191,23.3,58,931,4.8,2857.0,2610.0
2674,2674,31558,2021-08-16 16:30:00,2.5,5056.0,191,23.2,59,931,4.7,2289.0,2295.0
2675,2675,31559,2021-08-16 16:45:00,2.5,5127.0,189,23.1,59,931,4.2,1731.0,1350.0
2676,2676,31560,2021-08-16 17:00:00,2.4,5198.0,189,23.0,60,931,4.4,2076.0,1845.0
2677,2677,31561,2021-08-16 17:15:00,2.4,5246.0,189,22.8,61,931,4.5,2153.0,2205.0
2678,2678,31562,2021-08-16 17:30:00,2.5,5271.0,187,22.6,63,931,4.6,2391.0,1980.0
